artist_name,genres
Justina Valentine,trap queen
Coi Leray,"new jersey underground rap, trap queen"
Lindasson,canadian trap
Chris Webby,indie pop rap
Blackillac,experimental hip hop
Paul Russell,indie r&b
Echosmith,"electropop, indie poptimism, viral pop"
Isla-Maria,no genres found
Portugal. The Man,"indie rock, indietronica, modern alternative rock, modern rock"
Queen Nu,no genres found
Vanessa Carlton,"lilith, neo mellow, piano rock, pop rock, post-teen pop"
A!MS,cypriot hip hop
Earthquake Lights,no genres found
Toby Ganger,no genres found
Aaliyah,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary"
Royse,no genres found
*NSYNC,"boy band, dance pop, pop"
NewJeans,"k-pop, k-pop girl group"
James Blunt,neo mellow
Fourfive,no genres found
CeeLo Green,"atl hip hop, pop rap"
The Scandalous Playaz,no genres found
Flight,texas latin rap
Millyz,boston hip hop
Gwen Stefani,"dance pop, pop"
d4vd,"bedroom pop, bedroom r&b"
Ku$h Drifter,no genres found
Rema,"afrobeats, nigerian pop"
YNG ONE,no genres found
Jacob Tillberg,meme
Chini,no genres found
Leona Lewis,"british soul, dance pop, pop, talent show"
ClockClock,no genres found
Cian Ducrot,"irish pop, singer-songwriter pop"
Nico Santos,german pop
Glockenbach,no genres found
Lena,korean pop
Stacey Ryan,no genres found
AFROJACK,"big room, dance pop, dutch house, edm, electro house"
Gestört aber GeiL,"german dance, german pop"
Makar,belgian hip hop
Armani White,indie hip hop
James Hype,"dance pop, deep groove house, house, uk dance"
Restricted,hypertechno
SERA,no genres found
ILIRA,albanian pop
Florentina,"frauenrap, german hip hop, german pop"
Rêve,no genres found
Tom Santa,stutter house
Ghost,"hard rock, metal"
Liaze,no genres found
ACRAZE,"dance pop, tech house"
Benzz,no genres found
Swedish House Mafia,"dance pop, edm, progressive electro house"
Nathan Evans,no genres found
BoyWithUke,sad rap
Michael Schulte,"german pop, talentschau"
Sabrina Carpenter,pop
Laurell,canadian pop
Sofia Carson,pop
A1 x J1,"chill drill, melodic drill, r&drill"
Giant Rooks,no genres found
Tenchi,no genres found
TALK,singer-songwriter pop
THE ANXIETY,modern alternative pop
NEIKED,scandipop
Kings Elliot,no genres found
Berre,no genres found
Frederico,no genres found
Michele Morrone,no genres found
Sam Fender,"modern rock, north east england indie"
Finn Askew,no genres found
Sophie and the Giants,sheffield indie
Elbow,britpop
Eddie Vedder,"acoustic rock, grunge, permanent wave"
Nathaniel Rateliff & The Night Sweats,"indie folk, modern blues rock, new americana, stomp and holler"
Michael Aldag,no genres found
WizTheMc,"canadian contemporary r&b, pop rap"
Clara Mae,"alt z, swedish pop"
The National,"chamber pop, indie folk, indie rock, indietronica, modern rock"
KAWALA,uk pop
Holly Humberstone,"alt z, indie pop, modern alternative pop, uk pop"
Baby Queen,modern alternative pop
Dub Vibrations,no genres found
Flanør,no genres found
Loopey,no genres found
Homson,no genres found
Lost Frequencies,"belgian edm, dance pop, edm, tropical house"
Calum Scott,pop
KCee,"afrobeats, afropop, igbo pop, nigerian pop"
Sophie Ellis-Bextor,"dance pop, europop, new wave pop"
The Killers,"alternative rock, dance rock, modern rock, permanent wave, rock"
TLC,"atl hip hop, contemporary r&b, dance pop, girl group, hip pop, r&b, urban contemporary"
Nelly Furtado,"canadian latin, canadian pop, dance pop, pop"
Outkast,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop"
Frank Ocean,"lgbtq+ hip hop, neo soul"
blink-182,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk"
Macklemore & Ryan Lewis,"pop rap, seattle hip hop"
Axwell /\ Ingrosso,"dance pop, edm, progressive electro house"
Benson Boone,singer-songwriter pop
Loreen,europop
Alesso,"dance pop, edm, pop, progressive electro house"
Myles Smith,singer-songwriter pop
Reggae Stars,no genres found
Inner Circle,"reggae, reggae fusion"
Sublime,"rap rock, reggae fusion, ska mexicano, ska punk"
Hypaton,no genres found
Nadia Ali,vocal trance
Zac Brown Band,"contemporary country, country, country road, modern country rock"
Otto Knows,"dance pop, edm, electro house, progressive electro house"
Kim Kwang Seok,"classic korean pop, korean pop, korean singer-songwriter"
K6劉家凱,no genres found
Jike Junyi,mainland mandopop
Supper Moment,cantopop
JC 陳詠桐,"cantopop, mandopop"
CHANYEOL,k-pop
ToNick,cantopop
Nathan Hartono,singaporean pop
Wang Jun Qi,mainland mandopop
Hubert Wu,cantopop
蔡恩雨 Priscilla Abby,malaysian mandopop
NICKTHEREAL,"mandopop, taiwan hip hop"
Laura Fygi,contemporary vocal jazz
電視原聲帶,chinese soundtrack
林京燁,no genres found
Richie Jen,mandopop
Chyi Chin,"mandopop, taiwan campus folk"
李尤,chinese audiophile
SKY WU,mandopop
劉紫玲,chinese audiophile
Chiang Yu-Heng,mandopop
林慧萍,mandopop
陈丽媚,no genres found
Josh Groban,operatic pop
Celtic Woman,"celtic, operatic pop"
Il Divo,operatic pop
Enya,"celtic, gregorian dance, operatic pop"
Ronan Keating,"europop, talent show"
Grady Guan,"chinese singer-songwriter, mainland mandopop, mandopop"
William So,"cantopop, classic cantopop, mandopop"
Shaun,no genres found
Sally Yeh,"cantopop, classic cantopop, mandopop"
陳蘭麗,"taiwan campus folk, vintage mandopop"
Grace Chang,vintage mandopop
Daniel Lo,mandopop
巫啟賢,"malaysian mandopop, mandopop, singaporean mandopop, xinyao"
Dave Wang,mandopop
Vivian Chow,"cantopop, classic cantopop, mandopop"
Daniel Chan,"cantopop, mandopop"
魏奇奇,mainland mandopop
胡一天,mainland mandopop
Dylan Wang,mainland mandopop
Rose Liu,mandopop
Kaiel Chen,taiwan instrumental
Gigi Leung,mandopop
吳奇隆,mandopop
Gary Lightbody,british singer-songwriter
Li Jian,"chinese minyao, chinese singer-songwriter, mainland mandopop"
李函曦,chinese audiophile
Bobby Chen,"mandopop, taiwan singer-songwriter"
馮佳琪,mainland mandopop
孫建平,"mandopop, taiwan campus folk"
孟庭葦,mandopop
蔡幸娟,"mandopop, taiwan campus folk"
高勝美,mandopop
Thomas Lizzara,german house
林宇中,"malaysian mandopop, mandopop"
馬雲,no genres found
六哲,"chinese viral pop, mainland mandopop"
潘越雲,mandopop
張鎬哲,mandopop
"黃明志, G.E.M.鄧紫棋",mandopop
王野,no genres found
Fan Yuanyuan,chinese audiophile
羅綺,no genres found
Cass Phang,"cantopop, classic cantopop, mandopop"
小虎隊,mandopop
優客李林,mandopop
文寧靜,chinese audiophile
李羿慧,no genres found
彭芳,chinese audiophile
吳越,chinese audiophile
梁琳,no genres found
祁隆,no genres found
Pan Mei Chen,mandopop
梁紫丹,chinese audiophile
龔玥,chinese audiophile
Ekin Cheng,"cantopop, classic cantopop"
Chris Yu,mandopop
Jacky Wu,mandopop
展展与罗罗,no genres found
Feng Timo,mainland mandopop
Jacob Lee,australian pop
電視劇原聲帶,no genres found
Bianca Wu,"chinese audiophile, jazz"
Kenneth Lim 林秉材,no genres found
Kenny Bee,"classic cantopop, mandopop"
夏韶聲,"chinese audiophile, classic cantopop"
熊天平,mandopop
F4,"mandopop, taiwan idol pop"
Vera Yen,taiwan singer-songwriter
Jenny Tseng,"classic cantopop, mandopop"
潘安邦,"mandopop, taiwan campus folk"
余天,mandopop
Michael Kwan,"classic cantopop, mandopop"
杜麗莎,classic cantopop
Susanna Kwan,classic cantopop
李泰祥,"mandopop, taiwan instrumental"
張明敏,no genres found
Lukas Graham,"danish pop, scandipop"
楊燦明,no genres found
冷漠,chinese manyao
楊坤,no genres found
赵照,chinese singer-songwriter
Ayumi Hamasaki,"classic j-pop, eurobeat, j-pop"
Love Tree,no genres found
蔡淳佳,"mandopop, singaporean mandopop, singaporean singer-songwriter"
陈雪凝,mainland mandopop
Koala Liu,"mainland mandopop, mandopop"
張若凡RuoFan,no genres found
Asil Türkmen,no genres found
李振源,mainland mandopop
Pu Shu,"chinese indie, chinese singer-songwriter"
葉啟田,"hokkien pop, mandopop"
David Huang,mandopop
Huang Xiao Feng,no genres found
黃品源,mandopop
Huang Yee Ling,"hokkien pop, mandopop"
鄭智化,"mandopop, taiwan singer-songwriter"
Wang Zhi Lei,mandopop
頑童Mj116,"mandopop, taiwan hip hop"
S.H.E.,no genres found
Candy Tang Guo 唐果,no genres found
侯俊辉,no genres found
黄龄,no genres found
Lisa Ono,"bossa nova, japanese vocal jazz"
Jack Ü,"dance pop, edm, electro house"
Dawin,nyc pop
Different Heaven,gaming edm
Alfons,melbourne bounce international
Lady A,"contemporary country, country, country dawn, country pop, country road"
Jake Miller,"indie pop rap, teen pop"
Carrie Underwood,"classic oklahoma country, contemporary country, country, country dawn, dance pop, pop"
Lonestar,"contemporary country, country, country road"
Cole Swindell,"contemporary country, country, country road, modern country rock"
劉惜君,mainland mandopop
Hedley,"canadian pop, canadian rock, pop quebecois"
Heart,"album rock, classic rock, glam metal, hard rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock"
Michael Kiwanuka,"british soul, neo soul, psychedelic soul, soul"
RaeLynn,"contemporary country, country, country road, deep talent show"
Timomatic,"australian pop, australian talent show"
Blake Shelton,"classic oklahoma country, contemporary country, country, country road"
Benny Tipene,nz pop
Guy Sebastian,australian pop
Ginny Blackmore,kiwi rock
Hassan El Shafei,"arab pop, egyptian alternative, egyptian pop"
DubVision,"big room, dance pop, dutch house, edm, electro house, progressive electro house, progressive house"
Smokepurpp,"melodic rap, miami hip hop, trap, underground hip hop"
Laurence Larson,no genres found
光澤,no genres found
Ryan.B,chinese hip hop
GAB,no genres found
Kova,trance brasileiro
Jake Cooper,no genres found
Kina,"sad lo-fi, slowed and reverb"
Pedro Capó,"latin pop, puerto rican pop"
Blue Ivy,no genres found
Liam Payne,pop
Sasha Alex Sloan,alt z
Daya,"alt z, pop"
Alex & Sierra,"pop, post-teen pop, viral pop"
AJ Mitchell,"alt z, singer-songwriter pop, teen pop"
Ben Rector,"acoustic pop, indiecoustica, lds youth, neo mellow, piano rock"
Timeflies,indie pop rap
Aerica Gabriella,no genres found
Owl City,"indietronica, pop"
Jace Alexander Casey,taiwan indie
Russell Dickerson,"contemporary country, country, country road, modern country rock"
Lil Dicky,"comedy rap, indie pop rap, pop rap"
Faith Hill,"contemporary country, country, country dawn, country road"
Cassadee Pope,"contemporary country, country road, modern country rock, pop emo"
Don Li,cantopop
Sigala,"dance pop, edm, uk dance"
WENDY,"k-pop, korean pop"
Måns Zelmerlöw,"swedish idol pop, swedish pop"
Gesaffelstein,dark clubbing
Rich Lowe,no genres found
Guy Tang,no genres found
Diddy - Dirty Money,pop rap
Jayegovember,"chinese melodic rap, taiwan hip hop"
Rachel Morgan Perry,no genres found
The Providers,jazz rap
John Travolta,hollywood
DMX,"detroit hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Hanson,boy band
The Offspring,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk"
Tame Impala,"australian psych, modern rock, neo-psychedelic, rock"
Creedence Clearwater Revival,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock"
Plain White T's,"modern rock, neo mellow, neon pop punk, pop punk, pop rock"
The Verve,"britpop, permanent wave, rock, shoegaze"
Disclosure,"edm, house, indietronica, uk dance"
Derek & The Dominos,"album rock, blues rock, british blues, classic rock, country rock, electric blues, folk rock, hard rock, mellow gold, psychedelic rock, rock, singer-songwriter"
Florida Georgia Line,"contemporary country, country, country pop, country road, modern country rock"
MAX,"singer-songwriter pop, teen pop, viral pop"
Diplo,"dance pop, edm, electro house, moombahton"
NF,"hip hop, pop rap"
Panic! At The Disco,pop
Walk off the Earth,"canadian rock, pop rock"
ILLENIUM,"dance pop, edm, melodic dubstep"
Havelin,canadian folk
Delaney Jane,"alt z, canadian electropop"
Tyler Shaw,"pop quebecois, singer-songwriter pop"
Alec Benjamin,"alt z, pop, pov: indie"
Bea Miller,"alt z, pop, talent show"
Young Bombs,pop edm
Kelsea Ballerini,"contemporary country, country"
GRAE,modern indie pop
Loco,"k-pop, k-rap, korean r&b"
Sam Kim,"k-pop, korean r&b"
Lucas WRLD,no genres found
Kato,anime lo-fi
Ciara,"dance pop, hip pop, pop, r&b, urban contemporary"
Chantel Jeffries,"kentucky hip hop, la pop"
Starley,aussietronica
The Beach Boys,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop"
Stromae,"belgian pop, g-house"
Spice Girls,"dance pop, girl group, pop"
Olly Alexander (Years & Years),"dance pop, gauze pop, pop, uk pop"
Norah Jones,"contemporary vocal jazz, jazz pop, neo mellow, vocal jazz"
Dualities,covertronica
greisun,no genres found
Justin Morelli,no genres found
STORME,no genres found
Stormzy,"grime, uk hip hop"
Hardwell,"big room, dance pop, dutch house, edm, electro house, progressive electro house, progressive house"
Kaskade,"dance pop, edm, electro house, progressive electro house, progressive house, vocal house"
程琳 Cheng Lin,no genres found
梁心頤Lara,mandopop
陈瑞,no genres found
云菲菲,fo jing
Liu Jiner,chinese audiophile
田震,"mandopop, vintage mandopop"
鄒暢,no genres found
Kelly Pan,"mandopop, singaporean mandopop"
Vivian Lai,"cantopop, classic cantopop, mandopop"
陳潔麗,chinese audiophile
Lowell Lo,"classic cantopop, mandopop"
翁倩玉,"mandopop, taiwan campus folk, vintage mandopop"
上山安娜,no genres found
Shane Cao,mainland mandopop
Hanz 郭文翰,malaysian mandopop
Yue Chun Giu,hk-pop
過又嘉,mainland mandopop
Yuan Wei Ren,taiwan singer-songwriter
葉柔,no genres found
KUN,chinese idol pop
黃星僑,no genres found
孫楠,no genres found
Jocie Guo,"mandopop, singaporean mandopop"
Kristian Kostov,no genres found
FeiFei Ou-Yang,"kayokyoku, mandopop"
張洪量,"mandopop, taiwan singer-songwriter"
無印良品,"malaysian mandopop, mandopop"
Ivana Wong,"cantopop, chinese audiophile"
Sarah Connor,german pop
The Hit Crew,no genres found
Green Day,"modern rock, permanent wave, punk, rock"
Hugh Grant,hollywood
M2M,"candy pop, girl group, norwegian pop"
Fuse ODG,"afrobeats, azonto"
尤雅,"mandopop, taiwan campus folk"
劉家昌,"mandopop, taiwan campus folk"
Linda Wong,"classic cantopop, mandopop"
Ronald Cheng,"cantopop, mandopop"
Sarah Geronimo,opm
Daryl Ong,opm
Michael Learns To Rock,"boy band, danish pop rock"
Shane Filan,irish pop
Kerispatih,"indonesian pop, indonesian pop rock"
Amy Shark,australian pop
Jess Glynne,"dance pop, pop, uk pop"
Thelma Plum,"australian indie, australian indigenous music"
Charli xcx,"art pop, candy pop, metropopolis, pop, uk pop"
Ruel,"alt z, australian alternative pop, singer-songwriter pop"
CXLOE,"alt z, australian alternative pop, australian electropop, uk pop"
Andy Grammer,"neo mellow, post-teen pop"
G Flip,australian alternative pop
Kodaline,"irish pop, modern rock, neo mellow"
Birdy,"neo mellow, uk pop, viral pop"
JP Cooper,uk pop
Nipsey Hussle,"conscious hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
Kodak Black,"florida drill, florida rap, melodic rap, miami hip hop, rap, trap, trap latino"
Dice Soho,"houston rap, viral trap"
Sheck Wes,"pop rap, rap, trap"
Joey Trap,"san diego rap, viral rap"
Sada Baby,"detroit trap, scam rap"
Wicca Phase Springs Eternal,"cloud rap, emo rap"
Yung Gleesh,"dmv rap, plugg"
Braaten & Chrit Leaf,covertronica
Jennifer Hudson,"dance pop, r&b, urban contemporary"
郑莉莉,no genres found
